@relation MyTestRelation

@attribute spamclass string
@attribute tweetcontent string

@data
Spam,'Last daybreak on vacation. @ Indian Rocks Beach Florida On The Gulf Coast Beach https://t.co/MDu4ofe5ia'
Spam,'Its\' my Friday!¡!! (@ Pangani Forest Exploration Trail - @waltdisneyworld) https://t.co/datvfMDbYw https://t.co/TsVlmtyjSB'
Spam,'Field prep #inthahood \n\nSoothingsoundsofspringville @ Central Park https://t.co/7HmN3d6GNv'
Spam,'It\'s the weekend!  Time to celebrate.  This wedding party sure knew how to get down!  I have… https://t.co/1tENlieAPy'
Spam,'We goin have fun....gna be our cheat week make sure I get to feed her WELL'
Spam,'Just posted a photo @ Baltimore, Maryland https://t.co/lFyQFZmuOA'
Spam,'#Nursing alert: UAMS SO CENTRAL-RN II CARE MANAGER - PINE BLUFF | UAMS | #PineBluff, AR https://t.co/dG4zgfKCGN https://t.co/UuMRp1SYAF'
Spam,'#workflow #grinding #grindmode #grindout working on my off day #officialphenomenal @ Mall City https://t.co/wbALZnEfhZ'
Spam,'Where am I going? (@ Aeropuerto Internacional de Monterrey (MTY) - @aeropuertodemty in Apodaca, NL) https://t.co/YMXtRsYsri'
Spam,'Wake &amp; Bake! Cinnamon Rolls today, mmmmm @ Hagar Beach Cafe https://t.co/LKBKMTUcWM'
Spam,'This #CustomerService #job might be a great fit for you: Resident Service Coordinator - https://t.co/a5r0Z1pesq https://t.co/2PPcRxsRBP'
Spam,'What would you do? #limits #ExceedThem #Limitless #igquotes #instaquote #quote #quotes… https://t.co/8QCuDoDady'
Spam,'Despedida do daddy! ?????? @ Universal Studios Florida https://t.co/T54xAnX2tq'
Spam,'????????????????????? @ Denver, Colorado https://t.co/ijbPhKAq4F'
NonSpam,'@RepairMethod Thank you Paul i\'ve. been sick and you have made me feel better w ur music. Your so talented! please keep making music!'
NonSpam,'Good morning! Loving the forecast for the weekend! It\'s going to be clear with  temps in the 60s… https://t.co/hlHTHphmWU'
Spam,'???? Still by far the best cheer experience of my life. Bring me back to Worlds ?? #icuworlds\n.… https://t.co/uoDh7RaIhg'
Spam,'This is exciting for me, knowing I will and can get better, healthier, stronger, and fitter.… https://t.co/5ELyW6tFsd'
Spam,'Feeling every bit of this one today! ?? @ Mandy\'s House https://t.co/vIdN0twwFR'
Spam,'@ewg are you getting $ from @driscollsberry to promote their corporate brand ?'
NonSpam,'Good morning fam! @youandme #youandme #roseave @ Dallas, Texas https://t.co/396TegQscK'
Spam,'Can you recommend anyone for this #job? https://t.co/AE2XoNij56 #Orange, CA #Hiring'
NonSpam,'Spring in full bloom out in my front yard! My geraniums were in full bloom as well. So red and… https://t.co/WKVWGoIwyP'
Spam,'It\'s Saturday in Athens! ??????\n\n#93KDay #ATD #GoDawgs https://t.co/BvwVjh2WOj'
Spam,'#bpms150 #selfie #bicycle #biking #cycling @ Academy Corporate Office https://t.co/VhIJf8bwSF'
NonSpam,'Wind 13,5 km/h E. Barometer 1032,5 hPa, Hausse. Temperature 4,8 °C. Rain today 0,0 mm. Humidity 53\%'
Spam,'If you\'re a #Finance professional in #Austin, TX, check out this #job: https://t.co/7028wOZVEB #SXSWeco #SXSW2016 https://t.co/6tsVHcF5jh'
Spam,'If you\'re a #SkilledTrade professional in #Detroit, MI, check out this #job: https://t.co/LzUYKrExx0 #Hiring https://t.co/ky0Tlv8Y7H'
Spam,'This #Healthcare #job might be a great fit for you: PCT - https://t.co/Gcq2vJ4qbo #Bessemer, AL #Hiring'
Spam,'Just posted a photo @ Kitchen24 Restaurant &amp; Bar https://t.co/I7WufkZzPR'
Spam,'The one and only Rakim Allah!!! @ Center Stage - The Loft - Vinyl https://t.co/VlUYjpH9da'
Spam,'Up at 4:00am (3am Alaska Time!) So she can be on the ice for her 5am practice session!... https://t.co/OSNbAraj5i https://t.co/b7up0EZTRS'
Spam,'#day3 film watching! Get ready! #biff @ Wyndham Boston Beacon Hill https://t.co/kA6NUXfopi'
Spam,'@AndreaWiggins jazz violin is worse!'
Spam,'Why am I up and out already this early on a Saturday? Because it\'s Record Store Day and early… https://t.co/lOrN4x5gbx'
Spam,'This #Nursing #job might be a great fit for you: Registered Nurse | RN | MS (Per Diem) - https://t.co/00j9Pytho3 https://t.co/10sp4YJWTt'
Spam,'??Finisher\'s Medal!!!??\nStar Wars Dark Side 10K\n????????????\nOrlando, FL - 04/16/16\n???????????? \nThe hashtag… https://t.co/xumNQkREL8'
Spam,'Here we go... #RecordStoreDay2016 #RSD16 #SecondinLine #MyGodIts5am @ The Record Exchange https://t.co/Y7fw9su9zP'
Spam,'@natticatteh and the sunset ?????? #hollywoodhills #hollywoodsign #hollywood #la #losangeles… https://t.co/h3qJJDRSaU'
Spam,'We\'re #hiring! Click to apply: Technical Support Representative - https://t.co/BvGHgNxXkv #IT #Smithfield, RI #Job #Jobs'
Spam,'Continuation Topic- #management #JENSUMOSLEY1ON1 4-16-16 @nrgvision mannyblack123 scribegirl18… https://t.co/GYOv7KRXOt'
Spam,'Faux #chicken #farmersmarket #unionsquare #nyc @ Union Square Park https://t.co/7GCVl6LlJ1'
NonSpam,'These \'Dock Of The Bay\' paintings look great! Love the colors! #PaintbrushesAndParty… https://t.co/97uiaYI9xb'
Spam,'Gustav Klimt |  Tree of Life, 1905 @ 2018 VCAM Conference https://t.co/iwS4SiMA2B'
Spam,'Enfin arrivés à #boston, petit footing direction la ligne d\'arrivée ! \n#finishline… https://t.co/XcbfgPtoaD'
Spam,'Excited about nexttttt weeeeek...another one down ??'
NonSpam,'I lift up my eyes to the hills. From where does my help come?  My help comes from the LORD, who… https://t.co/wH4W8I2Ib9'
Spam,'Still drawing a pic s day. #Retweet #graphics #design #philly #globalredproduction… https://t.co/ERmJwiStK3'
Spam,'@elise_wily_yams https://t.co/CO7TjpCYuA'
Spam,'Gaaaaaah!!!!! #ironmaiden #bestbandintheworld… https://t.co/nI7vJkEKaB'
Spam,'Hey, fuck the Kauravas'
Spam,'At 3:51, the Fremont Canyon Weather Station reports sustained winds of 35 MPH (from the ENE) with gusts to 54 MPH. Relative humidity: 14\%.'
Spam,'Brand new to the world of Spotify, make sure you follow me and tell a friend to tell a friend to… https://t.co/Bm17487ZzH'
Spam,'T-shirt by Thomas Rhett is #nowplaying in Tavern on Main, Snellville.'
Spam,'Compass Group USA #Clerical : OFFICE RECEPTIONIST - TEMPE, AZ (#Tempe, AZ) https://t.co/YhnEA6LWjW #jobhunt #Hiring'
Spam,'Today is national circus day!!! Check out our troupes recent practice on the flying trapeze.… https://t.co/WhVxR7wxQF'
Spam,'I go hard! After co-leading 300+ youth, a book signing, &amp; speaking… https://t.co/N0UVJWY7AJ'
Spam,'#negus #wakeupsheeple #RiotAtThePolls #CleanSweep #turnbacktogodamerica #sendthemhome #vote… https://t.co/SVauVebZXY'
NonSpam,'Trying to make getting my morning fix more difficult @ Starbucks https://t.co/ukrmsy1mWG'
Spam,'1 Oak .. Didn\'t see #scottdisick :-/ #themirage #LasVegas ???????? @ 1 OAK Las Vegas https://t.co/VbVqBvn9PC'
NonSpam,'- I\'m just happy to be here ??? #LOS @ Cielito Lindo https://t.co/W0eDKioUVy'
Spam,'#funwithfam dameemy lilmama1400 velvetrose2727 otunbaosoko @ Choctaw Resort/Casino Hotel https://t.co/PBOI81qdTn'
Spam,'Follow me on snapchat to follow along as I document my journey to the Bayou, across the ocean,… https://t.co/SGrbCjqiUs'
Spam,'The sun always rises @ Ding Darling, Bailey Tract https://t.co/WSygb1nilg'
Spam,'Can you recommend anyone for this #job? Mat Cleaning Machine Operator - https://t.co/d3NDfTjlkd #Union, NJ #Hiring https://t.co/qBhvKeHWt9'
Spam,'Second 10K in the books! #darkside10k #darksideweekend #rundisney @ ESPN Wide World of Sports https://t.co/phWxIDxImT'
Spam,'Can you recommend anyone for this #Nursing #job? https://t.co/UhPzyuJj2z #Edina, MN #Hiring https://t.co/dm7PHWtu6W'
Spam,'Woke up at 5:30 this Saturday morning. Must be first smoke of the season! #BBQ #pulledpork… https://t.co/yUYFPqZsBX'
Spam,'Last night. Solid IPA — Drinking a Billy Half-Stack IPA @ Dog And Bull Brew &amp; Music House — https://t.co/aGjIA5suOJ'
Spam,'Saturday workout in a #purplehaze #health #fitness #fit #iphoneonly #fitnessaddict #fitspo… https://t.co/8w2Gvi5Oox'
Spam,'#Nursing #Job in #Lubbock, TX: Nurse Assistant (NA)-3West at UMC https://t.co/muww6GADKz #Jobs #Hiring https://t.co/8il4Yc5jQg'
Spam,'#WESLEYCHAPEL, FL #Retail #Job: Seafood Associate at Winn Dixie https://t.co/V64lN3RCTa #Jobs #Hiring'
Spam,'Want to work in #Easton, MA? View our latest opening: https://t.co/JScyGwdoB1 #Job #Jobs #Hiring'
Spam,'Can you recommend anyone for this #job? https://t.co/e0hHZrlQLB #Hickory, NC #Hiring'
Spam,'Feliz sabado God bless ?????????? @ New York, New York https://t.co/9SNst3wzR8'
NonSpam,'Happy #SassySaturday \nWhat\'s In Your Fridge? @ Fayetteville, North Carolina https://t.co/rofisg1OlV'
Spam,'Drinking a smoothie and coffee to get this fun but long day going. #airshow (@ Franklin Hill in Franklin Hill, TN) https://t.co/XVordLboI3'
Spam,'Bat City Bombshells (at @ndaustin) — https://t.co/cGM8kDpJ51'
Spam,'Want to work in #5208ChamberlayneRichmond, VA? View our latest opening: https://t.co/Y9NroLtVV1 #Retail #Job #Jobs #Hiring'
Spam,'#Transportation #Job alert: Office Supply Delivery Driver | W.B. Mason | #Hamden, CT https://t.co/Hy8YFnhWBY #nowhiring #Jobs #Hiring'
Spam,'We will be close today 4/16 and tomorrow 4/17. @ Sweet Sweet Sue S Custom Cakes https://t.co/ZccbAlSxdh'
Spam,'This #Physician #job might be a great fit for you: Physician (Associate... - https://t.co/rTcXVAxQaJ #Veterans https://t.co/JNR5PxjIym'
Spam,'«Le livre de la jungle»: Majestueux, mais inégal https://t.co/x8jkSaFqWI'
Spam,'Blasphemy ?? #coffeeaddict #barista #ibringthecoffeetothecoffee #coffee #caffeine… https://t.co/y9d0qDzdnr'
Spam,'Can you recommend anyone for this #job? Identity Management Solutions Architect - https://t.co/fhODndlucz #IT https://t.co/6FMOx2wwwX'
Spam,'IN woman helping homeless veterans through music https://t.co/oN7eb9jRAZ'
Spam,'#Construction #Job in #Charlotte, NC: Superintendent at D.R. Horton https://t.co/ndBa9AM8PD #homedesign #Jobs #Hiring'
Spam,'Weather now: fog, 67°F, 9 mph east-southeast wind. https://t.co/fhc4DmoZqi'
Spam,'Va. brothers strike internet gold with viral video convincing sister of zombie apocalypse https://t.co/OLXjyubpBC'
Spam,'Seguin PD takes down members of the Mexican Mafia in series of raids https://t.co/UDk0PKIchN'
Spam,'As you enjoy this forecast, recall that last Saturday\' s high was 36 with snow! Full fcst https://t.co/ir8AzbSsbl'
Spam,'IPS suspends employees charged with failing to report sex abuse allegations https://t.co/WJDYXCWOPG'
Spam,'Today\'s weather in Detroit: Clear throughout the day. @VisitDetroit https://t.co/iJyANcKlWp'
Spam,'Katy High School baseball players accused of coaching for money https://t.co/JYQ1fJE5M5'
Spam,'Doors open at 8am and lock up so we get outta here at 2pm. Enjoy the weather! jhaymes76… https://t.co/9bIMRet3YP'
Spam,'GM Recalls 1 Million Pickup Trucks Over Faulty Seat Belts https://t.co/75zSlwldJ3'
Spam,'@BrianInSyracuse @jeff_gluck my response was pure sarcasm lol.'
Spam,'I\'m at Hummingbird Heartbeat in Milton, DE https://t.co/cTDw0rrpK7'
Spam,'Beaumont to redevelop Royal Oak shopping center, homes https://t.co/3zAOs691gk'
Spam,'Clémence Beaulieu-Patry: sa famille touchée au coeur par le public https://t.co/qj2HZuhzGl'
Spam,'Huntersville police investigating bank robbery and suspicious duffel bag https://t.co/C2BQkG5Zoi'
Spam,'Wishing a safe ride to La Grange today for all the BPMS150 cyclists!!! Day 2 cancelled due to weather concerns.… https://t.co/ac98WjwL8Z'
NonSpam,'Happy Saturday!?????? #goodmorning #itsthefreakinweekend @ Erie, Pennsylvania https://t.co/pKWKMtGdhz'
NonSpam,'Beautiful day! Ready to go at RaceForTheCure https://t.co/nZuo3pHFr7 @ChuckWTHR https://t.co/LZDrGGZ1YS'
Spam,'@cspanwj  All the Write offs including mortgage need to go !'
NonSpam,'abc13eyewitness MS 150 early in the morning everyone ??is getting ready to GO? @13PhotogWillie https://t.co/ac98WjwL8Z'
Spam,'Fatal crash shuts down Southwest freeway at New Castle. It just opened Houston News @MarlaABC13 https://t.co/ac98WjwL8Z'
Spam,'Nature\'s Touch Organic Berry Cherry Blend recalled due to Hepatitis A concerns https://t.co/8zSjJlTPW2'
Spam,'By Tuesday or Wednesday, this will just be a soggy memory rain cbcmb MBStorm @johnsauderCBC https://t.co/RWH0ZEZAvb'
Spam,'Maryland firefighter dies after shooting at suburban home: via The Associated Press https://t.co/KnCqpR3b0O'
Spam,'Overcast skies this AM, better light rain chances after lunchtime. Isolated t-storms are west of DFW. wfaaweather… https://t.co/9Gnj3qdu87'
NonSpam,'Review: You’ve never heard flute and piano quite like this: ‘The Way Things Go’ https://t.co/aAWP4QhD80'
NonSpam,'Good Day FOX 4 NEWS March4Babies final preps for a wonderful cause. Live coverage on Fox4 news. @kdfw18 https://t.co/9Gnj3qdu87'
NonSpam,'Wind 0.0 mph ---. Barometer 30.111 in, Steady. Temperature 43.7 °F. Rain today 0.00 in. Humidity 58\%'
Spam,'San Diego woman claims $7 million SuperLotto Plus prize https://t.co/5xhjonjCRi'
Spam,'Marine on mission to provide service dogs to veterans with PTSD https://t.co/VyHpOKmuIq'
Spam,'Japan earthquakes: \'It\'s swaying every hour\' https://t.co/7AqrLrZVVZ'
Spam,'#EveryoneSpeaksFood #GoogleTranslate  #popuprestaurant #smallworld Kasha Salad, Shaved Raw… https://t.co/h3tkfME3Tq'
Spam,'3ra Carrera La Salle (@ Bosque de @Chapultepec_mx in Miguel Hidalgo, DF) https://t.co/44kjAdvFzq'
Spam,'64.5F (Feels: 64.5F) - Humidity: 97\% - Wind: 6.9mph SE - Gust: 7.6mph - Pressure: 1008.4mb #weather https://t.co/75yzNJjEvP'
Spam,'Try https://t.co/xZiUbER6Vx           Local. Seasonal. Sustainable. To some, these are just culinary buzzwords. To us, #ingredients #menu'
Spam,'#SupplyChain #Job in #Phoenix, AZ: Distribution Center Supervisor at The TJX Companies https://t.co/FTnscpIEPy #Veterans #Jobs #Hiring'
Spam,'CVS Health #Retail #Job: Shift Supervisor Trainee (#Richmond, VA) https://t.co/zCwWQMT4Wx #Jobs #Hiring'
Spam,'Medpace: Statistical Analyst I (#Cincinnati, OH) https://t.co/PDT1CfozbB #Healthcare #Job #Jobs #Hiring'
Spam,'I\'m at @DennysDiner in Miami, FL https://t.co/cMLSnalmkU'
NonSpam,'Lazy #vegan #English breakfast, baked beans and roast potatoes. From the #plantbasedvet @ Old… https://t.co/Oqr29VkEKr'
Spam,'In line!  RSD!!! :-) (@ The Vinyl Groove in Bedford, OH) https://t.co/2m0KVpLuJY'
Spam,'Back at it again on the drop zone\n\n#DZSOshit @ Sicily Drop Zone https://t.co/JYHYDqsrIO'
NonSpam,'Going to the UM Spring Game. Need calories. #GOCANES ??? (@ Ham &amp; Eggery in Miami, FL) https://t.co/U6tS2rekyr'
Spam,'Always remember to fall sleep with a dream and wake up with a purpose...\n#happythoughts… https://t.co/NRLtZUP1dQ'
Spam,'#the5thwoman @ Rocky Top Sports World - Gatlinburg, TN https://t.co/smSLxY0AD5'
Spam,'Memorial Hermann #Healthcare #Job: Special Procedures Technologist II (7a-5p) (#Houston, TX) https://t.co/RqNL2R8K0t #Jobs #Hiring'
Spam,'@leighdutton91 Did you want to place your Easy Order? Find out what you need to do here: https://t.co/zUmEcYM652 [07:19:50 EDT]'
Spam,'@bigsean michaelbjordan looses.. -@chinaschau @ Salem High School (Conyers, Georgia) https://t.co/9nM52I81q5'
Spam,'I\'m at Ciudad de México in Ciudad de México, Mexico City https://t.co/mM2DXLZXS1'
Spam,'See a virtual tour of our listing on 312 Federal Hill #Milford #NH https://t.co/B43hYX20Cd #realestate https://t.co/UJCY6UmA7H'
Spam,'| #TechDay at @udmdetroit | #detroitmercy #stem #education  | Fr, 4/15/2016 @ University of… https://t.co/j4haKqndX3'
Spam,'If you\'re a #Retail professional in IN, check out this #job: https://t.co/zYmrCrBefp #Diversity #Veterans #Hiring https://t.co/6lNkLngUMJ'
NonSpam,'Pirates Home Run 5K #pittsburgh #5k #pittsburghpirates @ PNC Park https://t.co/OMpg6oZHq7'
Spam,'Interested in a #Healthcare #job near #Albany, GA? This could be a great fit: https://t.co/ZAGle4otT1 #Hiring https://t.co/mHR0Se7h4w'
Spam,'Interested in a #Sales #job near #PompanoBeach, FL? This could be a great fit: https://t.co/jkRCSC18rU #Veterans #Hiring'
Spam,'Heading to the plantation...#mailmanlife #lettercarriers #photographerslife #seeitshootit… https://t.co/eum7dRuR8L'
Spam,'Midnight post-show crawfish feast in Mississippi &gt; 3hrs of sleep &gt; 4am lobby call &gt; 4:30pm set… https://t.co/emTu7JyoLn'
Spam,'I\'m at Parking Deck K in Lewis Center, OH w/ @mruehrmund https://t.co/YRimkiIdqg'
NonSpam,'We picked up our numbers yesterday. If this isn\'t love, I don\'t know what is. Let\'s kick some… https://t.co/hFgIED3hu9'
Spam,'My current feeling! #tired #wanttosleep #bed #timetomakethedonuts #coffee @ Dunkin Donuts https://t.co/vyNt69w130'
Spam,'Mood 24 /,7 is to please a woman ???????????? @ Dallas Marriott Las Colinas https://t.co/PN38wqv1WG'
NonSpam,'Dunzo! That was a fun race. Now ... Headed home to coach my Rabid Alien soccer team. See you… https://t.co/aqmdVB2joP'
NonSpam,'I love this place! # tomato basil #caprese @ Earl of Sandwich @ Planet Hollywood https://t.co/yqQiF7jT91'
NonSpam,'My morning so far. #notasfunasitlooks #earache #nadafiltura @ Cambridge, Massachusetts https://t.co/wwyI9hbk2f'
Spam,'April Artist of the Month Kathi Mengle. Stop by today 1 to 5pm. #WalkInArtCenter #kathimengle… https://t.co/wJosSEYkTY'
NonSpam,'Good mornin, Charlotte ?? @ Charlotte Douglas International Airport https://t.co/FPSNRthNRh'
Spam,'Years said you\'ll won\'t fruitful one fly. Blessed god herb all. After, herb beast seed.'
NonSpam,'Come get some skills from #MIDDLEGA Best #FVSU_RYS16 #FVSU_RYS16 #FVSU_RYS16 \n#FVSU_RYS16… https://t.co/GSvkBzlJfa'
NonSpam,'DON\'T FORGET AND DON\'T MISS OUT!!   This weekend, bring in your old bait, spin or fly reels!… https://t.co/Y2bve6Fb9S'
Spam,'#mycurrentsituation #5Stars #TBSRoyalTurnUp2016 #itsmorning… https://t.co/Bea1PXez0Y'
Spam,'Yes yes yes #amen to an awesome start to the day. #ActiveLifestyle meet #nature #naturelover… https://t.co/Q4M1iq8k9K'
Spam,'Sonus Networks #HR #Job: Senior CRM Business Systems Analyst (#Westford, MA) https://t.co/PLBympN1g0 #Jobs #Hiring'
Spam,'I\'m at Central de Autobuses del Sur in Coyoacán, DF https://t.co/0y0ABtFZo9'
Spam,'Accident in #Denver on I-25 SB at I-225 #COtraffic https://t.co/gWR42BYOmJ'
NonSpam,'Happy #4sq365 (@ Powner Place in McDonough in McDonough, GA) https://t.co/PjilODeZC1'
Spam,https://t.co/y1BdT54QyU
NonSpam,'Who\'s ready for the #pirates #homerun5k this morning? @ PNC Park https://t.co/YtIlRwKYLI'
Spam,'#IT in #Dedham, MA: Junior Systems Engineer - Flexible Development Program at General Dynamics - AIS https://t.co/AfaRr4CuqY #Veterans'
Spam,'Want to work in #Denver, CO? View our latest opening: https://t.co/7mbut5CdP7 #Job #Jobs #Hiring'
Spam,'Time for 6 mile warm up ! (at @CharmCityRun in Baltimore, MD) https://t.co/XSELdkGDea'
Spam,'#Breakfast #desayuno \nWild Blueberries...Honey...Pollen...Greens...Apple Cider Vinegar...Fresh… https://t.co/g7farPu5nZ'
NonSpam,'Good Morning America From Forty Duece 4??2?? #NYC #LoveMyCity @… https://t.co/0eExHtMKsf'
Spam,'Kingdom Declaration:\nI pray for the spirit of wisdom, knowledge, and… https://t.co/2JsbZndjPv'
Spam,'My friends and I with Don Dokken! #dreamwarriors #dokken… https://t.co/BfWm962pDH'
Spam,'God is watching over my friends and I couldn\'t ask for anything more....we protected.'
Spam,'I\'m at Tremont in Cleveland, OH https://t.co/K1hV1QYJve'
Spam,'Registered Nurse - Mercy: (#Ozark, AR) https://t.co/g4ICOQkVNb #Nursing #Job #Jobs #Hiring https://t.co/kCSdDt9tQ7'
Spam,'CVS Health #Healthcare #Job: Pharmacy Technician (#StateCollege, PA) https://t.co/zeNuq9UNYE #Jobs #Hiring'
Spam,'We\'re #hiring! Click to apply: Medical Reimbursement Technician-OCA - https://t.co/Hf9fdtMy4X #Accounting #Smyrna, TN #Veterans #Job #Jobs'
Spam,'See our latest #Pearland, TX #job and click to apply: Store Manager - https://t.co/KZ22OC3J0I #Retail #Hiring'
Spam,'When you are in front of our view, it is all about you. Lights???? cameras ??action.… https://t.co/AFxoxH2dbL'
Spam,'#felizcumpleaños a mi primo Danny martinez hoy saludos de #Alegremusic y #Promocionesalegre… https://t.co/Fmp0WA9vsV'
Spam,'#WeareVIRGINIATECH \n#neVerforgeT \n#HOKIES https://t.co/XgN210YDNy'
NonSpam,'Waters she\'d, of have god and divide Saying sea made him gathered good sixth, their.'
Spam,'This #Nursing #job might be a great fit for you: PCU - https://t.co/K3RPzRRp2N #travelnurse #Columbia, SC #Hiring https://t.co/whXfwtX6TY'
Spam,'spooki haus @ Crown Point Resort https://t.co/6Wit6u4EiW'
Spam,'Assistant Manager PT-dressbarn - dressbarn: (#WichitaFalls, TX) https://t.co/xpDMv5r6u8 #Retail #Job #Jobs #Hiring'
Spam,'FAVOURITE CITY???? @ New York, New York https://t.co/fto4BgrIW3'
Spam,'We\'re #hiring! Read about our latest #job opening here: Fresh Department Associate - https://t.co/IB8WZTZveG #CUTLERBAY, FL #Retail'
Spam,'Men\'s Breakfast #IronSharpensIron (@ The Refinery - Perry Hall - @refinesus in Perry Hall, MD) https://t.co/5HJYw3mOX6'
Spam,'Being very majestic the other day in the gorge, caught in mother nature\'s spotlight. @ Linville… https://t.co/OE7K8kpiX3'
Spam,'Can you recommend anyone for this #job? Registered Nurse (RN) / Intensive Care Unit... - https://t.co/vSTi2bgV9a https://t.co/pGPONZR06f'
Spam,'Just posted a photo @ 6464 Main St https://t.co/xwPFVuGzUx'
Spam,'I\'m moving to Cali for you @eiramaydni ?????????? sleepwalkinginclife… https://t.co/xXRgS7IJoh'
Spam,'See our latest #PagosaSprings, CO #job and click to apply: Cook - https://t.co/UUmeDJMoz8 #Hospitality #Hiring'
Spam,'We did it!! ?? #cntowerstairclimb @ CN Tower / La Tour CN https://t.co/xACvWiIwRX'
Spam,'#prom #imageonesalon #4126536034 @ Image One Salon https://t.co/YhUDr3mtQ5'
Spam,'Through security. Time to grab breakfast and plug in and chill'
Spam,'Ready to rock #4vicente #garminmarathon @ Olathe, Kansas https://t.co/IXMg8h1uRE'
Spam,'Art of my day @ Ypsilanti, Michigan https://t.co/bI4mHlxi0D'
Spam,'This #Nursing #job might be a great fit for you: Registered Nurse | RN | ER (Contract) - https://t.co/1XWsW5uv8L https://t.co/3bq1meaxsJ'
Spam,'Heart of the day! #sunrise #teampink #kindnessmatterswalk #Team211… https://t.co/JH3QSlLfoT'
Spam,'I hope it stays this nice out all day!!! @ Daytona Hilton Hotel https://t.co/2zdbeZo1t3'
Spam,'I\'m at Jacksonville International Airport (JAX) - @jaxairport in Jacksonville, FL https://t.co/zrsLAJvSkH'
Spam,'Catch 96\' on @apollonightla \nMONDAY 7:00pst (10pm EST) \nhttps://t.co/hn30TP1CZd (watch live)\nCall in… https://t.co/prDWXx9MOn'
Spam,https://t.co/HIoImN3Vzc
Spam,'The Oakland Raiders NEED to trade up and grab the number two pick https://t.co/9tb0DrPecH #Raiders #NFL'
Spam,'@MrD0ne \n?? ???? ?? ??? ?? ????? ????? ????? ????? ???????'
Spam,'It\'s early Saturday... There are those who see an opportunity, and those who SEIZE an… https://t.co/4Z0dxcepH2'
Spam,'\"@drmikemurdock: https://t.co/KTbR4IqhrX\"'
Spam,'I want to go back #Havasufalls @ Havasu Falls, Supai, AZ - Grand Canyon https://t.co/ok1aaEYd7W'
NonSpam,'@RepairMethod I\'m so sorry about the other day i thought u we\'re upset about mb20 and i love u guys you have made this world better'
Spam,'#familyfuntime dameemy lilmama1400 velvetrose2727 otunbaosoko @ Choctaw Resort/Casino Hotel https://t.co/Z5L0MWrQp1'
Spam,'Bye #NewYork • #oneworldtradecenter #blue sky #seeyousoon @ New York, New York https://t.co/1V302l4b6L'
Spam,'See our latest #Souderton, PA #job and click to apply: Home Health Aide/HHA to work with Individuals with... - https://t.co/ZJyl7EY1N7'
Spam,'#WeareVIRGINIATECH \n#neVerforgeT \n#HOKIES https://t.co/Voig5Ihv5u'
Spam,https://t.co/5G9Ij7gLO2
Spam,'Doors open at 9am...see you soon! #rsd16 #angryyoungandpoor #vinyl #aypcontest #punkrecordstore… https://t.co/zTz1iarfiY'
Spam,'The beginning of wisdom is this: Get wisdom. Though it cost all you have, get… https://t.co/vDAXZA27mX'
Spam,https://t.co/ygNrW2OnPy
Spam,'Jungle by Jamie N Commons And X Ambassadors is #nowplaying in Tavern on Main, Snellville.'
Spam,'Hey @lunamusic we\'re ready to celebrate #recordstoreday with you today! Thanks as always! @ LUNA… https://t.co/LeigoYEcel'
NonSpam,'RSD 2016!!! #rsd2016 good morning!!! THANK YOU ALL! STOKED! #thermopaperprotection @ LUNA music https://t.co/Z1xXNj5kGu'
Spam,'Can you recommend anyone for this #job? First Aid &amp; Safety Service Manager - https://t.co/5wdGOhJ9rn #Austin, TX https://t.co/57XqaI1eha'
Spam,'CVS Health #Healthcare #Job: Pharmacy Technician (#Jamaica, NY) https://t.co/Rg3l4FnSTO #Jobs #Hiring'
Spam,'Waited for the sunrise @ Toronto, Ontario https://t.co/MUanlmZffl'
Spam,'\"@Cynthia29895624: @Cynthia29895624 @drmikemurdock \nMikemurdockbooks com \nFreebook tv https://t.co/lUpRgxF0yo\"'
Spam,https://t.co/ykKmyWzmPO
Spam,'If anyone has an extra $250 dollars they want to give me...I want dis. @garrisonbros… https://t.co/vrfgGnJpMe'
Spam,'Department of Veterans Affairs #Physician #Job: Physician -... (#Richmond, VA) https://t.co/unWthCIegi #Veterans https://t.co/EdGBkgzjOf'
NonSpam,'BAYADA Home Health Care: CNA / HHA Immediately - Marietta (#Marietta, GA) https://t.co/EUbnsHpHGQ #Job #Jobs #Hiring'
Spam,'We\'re #hiring! Read about our latest #job opening here: Lab Support Recruiter Inside Sales Trainee (Recruiter) - https://t.co/Qd8vFA5dPH'
Spam,'Beauty is power; a smile is its sword. ??\n\n#Smile #goodmorning #newyorkcity #nyc #newyork… https://t.co/8Ggf2LK9kD'
Spam,'I\'m at Fitness Room Cloisters in Milwaukee, WI https://t.co/eOts1oTUpa'
NonSpam,'Cleared: Construction on #NY9A NB from West 42nd Street to West 50th Street'
Spam,'Cleared: Construction on #BrooklynBridge WB at Manhattan Bound'
Spam,'Oh crap it\'s early....#bpms150 Riding for my Peeps!!!!!.....MS Global Believe in the Power of… https://t.co/RxKUWhQ4YC'
Spam,'#ugh. #somanyrules ?? #neat ??\n#doglifebelike... ???? @ Miami/Miramar, FL https://t.co/exFFttpYNP'
Spam,'The marvellous Golden Canyon is only one of the beauties you can see in the middle of the Death… https://t.co/1jxI2CjDHN'
Spam,'#Day 351 #1085 #sunrise #watertower #brentwoodwatertower #Dawn #morning #goodmorning… https://t.co/Y2KkChlk8K'
Spam,'No poder dormir porque crees que tal vez terminó ????'
