@relation MyTestRelation

@attribute spamclass {Spam,NonSpam}
@attribute tweetcontent String

@data
Spam,'I jump so high I can touch the stars ?????? \n\n#jhlw #paris #france #london #italy #dubai… https://t.co/ukdoTFMz1n'
Spam,'Dropping off woot (@ Little Free Library on Highland Ct in Birmingham, AL) https://t.co/5niurRJU1f https://t.co/xLzk6hiW9A'
Spam,'Erin is set up today at Longbranch Park ready for the Autism Walk today! She has the beautiful… https://t.co/gtUr6Ii4X2'
NonSpam,'Incident on #I678 NB from Exit 4 -  Liberty Avenue to Exit 8 - Main Street https://t.co/L4dUe9v6eb'
NonSpam,'Cleared: Incident on #I90 WB from Exit 6; US 9 to Exit 5A; Corporate Woods Boulevard'
NonSpam,'Cleared: Incident on #I90 WB from Exit 6; US 9 to Exit 5A; Corporate Woods Boulevard'
Spam,'Starting our day at the Taj Mahal of high school tennis facilities @ Heritage Hall OKC https://t.co/HrxEURc0Vk'
Spam,'150 person captive audience in an hour and fifteen minutes. *gulp*\n\n#kwcanoe @ Princess Cinemas https://t.co/vwSn3df25p'
Spam,'Menteee Thanks Youngin!! #BIRTHDAYWEEKEND ???? #DreamsAreReal \n\n#Repost @saveysofly with… https://t.co/PSMqu5g0FX'
Spam,'Just posted a photo @ William Beaumont hospital royal oak https://t.co/AoyuxeRsIS'
Spam,'Triple C Smoked Amber now available on tap. https://t.co/9mXds2YBaX @triplecbrew #BeerMenus'
NonSpam,'Perfect morning for an 8k! #TMinus3Weeks #TeamDubs #mandtforever @… https://t.co/VugX3HMDfJ'
Spam,'Waking up early on Saturday mornings actually isn\'t so bad.  ?? @ Alexandria, Virginia https://t.co/mNsZeXIG2n'
Spam,'#Coffee time (@ Konditori in Brooklyn, NY) https://t.co/jX990c9Kdj https://t.co/Bl4elj2klV'
Spam,'?????? https://t.co/Pwil7ExQpk'
Spam,'See ya. ???? #hollywoodstudios #herewego @ Orlando Fl - Walt Disney World https://t.co/MTaACxQSjU'
Spam,'I\'m at @Publix in Lithonia, GA https://t.co/Kck1Uzkuvl'
Spam,'Lol. Me and you no be same. Life of deceit lo\'n live. \"@vanboyosky: That\'s it. We are not Sorry. https://t.co/tZZ6Gv3hEJ\"'
Spam,'I\'m at Sky House - Dallas in Dallas, TX https://t.co/jbRJenJacC'
Spam,'Tractor Supply Company #Retail #Job: Store Team Member (#Greenwich, NY) https://t.co/HqOKVcNQq8 #Jobs #Hiring #CareerArc'
Spam,'Retail Store Positions - CVS Health: (#Athens, GA) https://t.co/8LYVPDm8Bx #Retail #Job #Jobs #Hiring #CareerArc'
Spam,'See our latest #Dover, PA #job and click to apply: HHA / CNA - Dover, PA - https://t.co/QovqYkk43b #Hiring'
Spam,'???????? @ Rockville, Maryland https://t.co/Fzsh0UsV2l'
Spam,'Account Support Analyst - Fulfillment - LexisNexis Risk: (#Alpharetta, GA) https://t.co/C22JUaZ7IT #CustomerService #Job #Jobs #Hiring'
Spam,'We\'re #hiring! Click to apply: Turkish Interpreters - https://t.co/i9FE7vhX7F #Job #interpreter #bilingual #Atlanta, GA #Jobs'
Spam,'I\'m at Bosque de Tlalpan in Tlalpan, Distrito Federal https://t.co/3bGy6iwkJd'
Spam,'Not a bad price for a NYC breakfast #bargin #nyc #coffeislife @ 34th Street – Herald Square https://t.co/N01YPwEvk3'
Spam,'Incident on #I87NYSThruway NB at 0.33 after Tappan Zee Bridge Toll Barrier https://t.co/sXWa3bWLKe'
Spam,'i have tonsillitis but at least i\'m covered in cute kittens. @ The Little Clinic https://t.co/vGv8tyrrmo'
NonSpam,'Spring has truly sprung @bklynbotanic. The tulips are coming on strong and the place smells… https://t.co/kyaq4Spvf2'
Spam,'Try https://t.co/owPNK24lqa Caesar Salad, Grilled Chicken or Grillled Shrimp #Grilled #menu'
Spam,'We\'re #hiring! Read about our latest #job opening here: Maintenance Technician - Tire... - https://t.co/lBJXYIhShX https://t.co/lYMCbD57D8'
Spam,'Myself with the hardcore wrestling legend Terry Funk. @ East… https://t.co/7vSaWKyval'
Spam,'@drspikecook introducing @ideaguy42 to keynote #baconbytes @ RM… https://t.co/L935s8etMi'
NonSpam,'Happy 50th Anniversary, Mom &amp; Dad!!! @ Vernon, Connecticut https://t.co/veYZJn381K'
Spam,'We\'re coming for you #DuluthMN and #SuperiorWI. See you today at the #GitchiGumiBrewFest stop by… https://t.co/E5CzdHdF0e'
Spam,'I might not make it... @ Orangeville Fairgrounds https://t.co/2qj9JEHiuF'
Spam,'#Clerical #Job alert: VOLUNTARY SERVICE SPECIALIST | Department of Veterans Affairs | #Baltimore, MD https://t.co/6ihrD8CxsL #Veterans'
Spam,'Out of the water.\n\n#achadosdasemana #old #desafioprimeira #fotografeumaideia #vsco #vscocam… https://t.co/BsGnbykzb1'
Spam,'Want to work in #Raleigh, NC? View our latest opening: https://t.co/47Moy3XIOq #Hospitality #parttime #Veterans #Job #Jobs #Hiring'
Spam,'Can you recommend anyone for this #Hospitality #job? https://t.co/BfxQqibVEY #Atlanta, GA #Veterans #Hiring #CareerArc'
Spam,'This #Sales #job might be a great fit for you: Assistant Route Service Sales Representative - Uniform - CMV - https://t.co/P2dq0mPtwc'
Spam,'#WhirlPool #Niagara #Fishing #UglyStick #FishWhistle @ Whirlpool Rapids, Niagara Gorge, ON, Canada https://t.co/tiZUpJWolT'
NonSpam,'Can you recommend anyone for this #job? Certified Nursing Assistant CNA Home Health Aide HHA - https://t.co/3LLubrc9zf #Allentown, PA'
Spam,'.\n???? @ Miami Beach, Florida https://t.co/BOl47xZqRX'
